"key"	"de-DE"	"en-US"	"es-ES"	"fr-FR"	"it-IT"	"ja-JP"	"ko-KR"	"pl-PL"	"pt-BR"	"ru-RU"	"zh-HANS"	"zh-HANT"
"YY_TREE_CONTROLLER[Age]"	"Alter"	"Age"	"Edad"	"Âge"	"Età"	"樹齢"	"Age"	"Etap"	"Idade"	"Age"	"年龄"	"Age"
